geolocation_zip_code_prefix,geolocation_state,geolocation_lat,geolocation_lng,geolocation_region
5413,SP,-23.559765879649134,-46.68000930081468,Sudeste
5414,SP,-23.561958887129872,-46.68145701532565,Sudeste
5415,SP,-23.562654420175843,-46.68385353410988,Sudeste
5416,SP,-23.560948576672736,-46.6884223318783,Sudeste
5417,SP,-23.561433895535792,-46.68984601367532,Sudeste
5418,SP,-23.56404701529683,-46.68955362040895,Sudeste
5419,SP,-23.562320274061285,-46.694449187001446,Sudeste
5420,SP,-23.565205494688215,-46.69137334100538,Sudeste
5421,SP,-23.564952757851835,-46.69205689698304,Sudeste
5422,SP,-23.566922054158677,-46.68744615053219,Sudeste
5423,SP,-23.570008834650658,-46.69425629805705,Sudeste
5424,SP,-23.568770707245964,-46.69810963523168,Sudeste
5425,SP,-23.56918561612589,-46.70010733104056,Sudeste
5426,SP,-23.562303981133383,-46.694952147429746,Sudeste
5427,SP,-23.5633829397171,-46.69604286948889,Sudeste
5428,SP,-23.563218065950153,-46.69821444174412,Sudeste
5429,SP,-23.56195215708082,-46.69932459442688,Sudeste
5432,SP,-23.557152183891166,-46.68975777077549,Sudeste
5433,SP,-23.55229143827193,-46.69119744784081,Sudeste
5434,SP,-23.55544278132933,-46.69096415804883,Sudeste
5435,SP,-23.551639612978537,-46.690442312805956,Sudeste
5436,SP,-23.554461114753504,-46.68535387537024,Sudeste
5437,SP,-23.544797865169556,-46.692057063690925,Sudeste
5438,SP,-23.545263294678225,-46.69152484976026,Sudeste
5439,SP,-23.549601578981417,-46.689402177584746,Sudeste
5440,SP,-23.547256258141523,-46.69142521025255,Sudeste
5441,SP,-23.54580476805074,-46.69503147540083,Sudeste
5442,SP,-23.544428420342992,-46.697302620784505,Sudeste
5443,SP,-23.553081763436257,-46.695748959185224,Sudeste
5444,SP,-23.55744281623202,-46.69725962760901,Sudeste
5445,SP,-23.552318105469972,-46.69818329551116,Sudeste
5446,SP,-23.55372153075535,-46.70042924915706,Sudeste
5447,SP,-23.54854682449348,-46.700273746251476,Sudeste
5448,SP,-23.546398864472803,-46.70059349165764,Sudeste
5449,SP,-23.545933324889102,-46.704956214851286,Sudeste
5450,SP,-23.548041323922337,-46.70619922889088,Sudeste
5451,SP,-23.542711372117605,-46.70247582378614,Sudeste
5452,SP,-23.54426649274773,-46.70810802164638,Sudeste
5453,SP,-23.542316865438966,-46.70758474237936,Sudeste
5454,SP,-23.541001801660933,-46.71048875714079,Sudeste
5455,SP,-23.54138303936125,-46.71185447158925,Sudeste
5458,SP,-23.54182329648445,-46.71630988838718,Sudeste
5459,SP,-23.557921743223737,-46.70292853041418,Sudeste
5460,SP,-23.550851539371195,-46.71112085549368,Sudeste
5461,SP,-23.54781529558517,-46.71642855521873,Sudeste
5462,SP,-23.55896457497226,-46.704450419432995,Sudeste
5463,SP,-23.558693394025415,-46.70788565421674,Sudeste
5464,SP,-23.550627037345265,-46.71482760299705,Sudeste
5465,SP,-23.554149135449837,-46.716017394353564,Sudeste
5466,SP,-23.551116413594098,-46.71877657594687,Sudeste
5467,SP,-23.543523714046756,-46.71546293657927,Sudeste
5468,SP,-23.539050227122885,-46.71577306475604,Sudeste
5469,SP,-23.54112817594387,-46.719557452207795,Sudeste
5470,SP,-23.54083843268054,-46.723687943886425,Sudeste
5471,SP,-23.539967338436174,-46.726001184492624,Sudeste
5472,SP,-23.549589,-46.71801899999999,Sudeste
5477,SP,-23.551953726441244,-46.72226780696264,Sudeste
5501,SP,-23.570807810334056,-46.704952062154675,Sudeste
5502,SP,-23.576950287462473,-46.704513140576715,Sudeste
5503,SP,-23.570211693584675,-46.71083963489561,Sudeste
5505,SP,-23.558837778545353,-46.71209682156194,Sudeste
5506,SP,-23.563224870877978,-46.70848406044459,Sudeste
5507,SP,-23.566830344896957,-46.71010300522908,Sudeste
5508,SP,-23.56102212257434,-46.72778520240411,Sudeste
5509,SP,-23.570946265426116,-46.7111722044864,Sudeste
5510,SP,-23.57296476757721,-46.70904207388071,Sudeste
5511,SP,-23.576611945076408,-46.708665345823626,Sudeste
5512,SP,-23.583879052782006,-46.71825524291441,Sudeste
5513,SP,-23.58158190435618,-46.71510707161897,Sudeste
5514,SP,-23.58400678713874,-46.6878833963882,Sudeste
5515,SP,-23.580157159355213,-46.71430636064335,Sudeste
5516,SP,-23.581726207482784,-46.71793925378227,Sudeste
5517,SP,-23.583983366632257,-46.722147072940366,Sudeste
5518,SP,-23.586167165916912,-46.7270021009961,Sudeste
5519,SP,-23.589061006060522,-46.7310331960079,Sudeste
5520,SP,-23.598058277570146,-46.740716342708815,Sudeste
5521,SP,-23.58865488968895,-46.726654300922114,Sudeste
5522,SP,-23.59223489358984,-46.736414231417946,Sudeste
5523,SP,-23.593710319696335,-46.74021294496317,Sudeste
5524,SP,-23.597017937639016,-46.742765414697416,Sudeste
5525,SP,-23.60179975051552,-46.751800658595236,Sudeste
5526,SP,-23.601658898598643,-46.74681833456447,Sudeste
5527,SP,-23.59531450541931,-46.74680405277905,Sudeste
5528,SP,-23.594618027770462,-46.757242277327286,Sudeste
5529,SP,-23.59296728697988,-46.73607617353979,Sudeste
5530,SP,-23.57669802149096,-46.71705184930481,Sudeste
5531,SP,-23.57948374284714,-46.72274120969969,Sudeste
5532,SP,-23.578208069998293,-46.72373517916918,Sudeste
5533,SP,-23.582930932860656,-46.724710728339616,Sudeste
5534,SP,-23.60138907524555,-46.74928090370841,Sudeste
5535,SP,-23.583270893164066,-46.73144023395649,Sudeste
5536,SP,-23.588815037875563,-46.73894631471235,Sudeste
5537,SP,-23.58593543223021,-46.73503172743777,Sudeste
5538,SP,-23.588482596844702,-46.73790829286835,Sudeste
5539,SP,-23.57593765505466,-46.72721564183399,Sudeste
5540,SP,-23.576191543186116,-46.72398929376703,Sudeste
5541,SP,-23.588287466102194,-46.74170988389856,Sudeste
5542,SP,-23.587634592932172,-46.749335674871816,Sudeste
5543,SP,-23.588764578910915,-46.74010514664085,Sudeste
5544,SP,-23.593620778373015,-46.76614576202182,Sudeste
5545,SP,-23.58665318740992,-46.76690112639909,Sudeste
5546,SP,-23.586508638071127,-46.77007565380966,Sudeste
5547,SP,-23.593289291903172,-46.77250541665593,Sudeste
5549,SP,-23.59713487958609,-46.766158206347946,Sudeste
5550,SP,-23.578232435468127,-46.76116671784082,Sudeste
5551,SP,-23.58913785230568,-46.76124463878242,Sudeste
5560,SP,-23.588064091115555,-46.78016277943383,Sudeste
5563,SP,-23.60178206274463,-46.78421471774125,Sudeste
5564,SP,-23.591681235609236,-46.77033832168364,Sudeste
5565,SP,-23.59566001282583,-46.78908352314471,Sudeste
5566,SP,-23.592945400298493,-46.791366630449986,Sudeste
5567,SP,-23.594027301222617,-46.786173435750975,Sudeste
5568,SP,-23.590078051176235,-46.78607382169767,Sudeste
5569,SP,-23.600302097395478,-46.79351778854304,Sudeste
5570,SP,-23.60357378729597,-46.79514648924704,Sudeste
5571,SP,-23.594555942402376,-46.787488711271834,Sudeste
5572,SP,-23.596746827785225,-46.79540586604392,Sudeste
5573,SP,-23.585263747250227,-46.74059246298306,Sudeste
5574,SP,-23.58838009577878,-46.802426734633876,Sudeste
5576,SP,-23.58713726097769,-46.778472488439256,Sudeste
5577,SP,-23.584988740156632,-46.76723184375316,Sudeste
5578,SP,-23.576577595339117,-46.712409259023886,Sudeste
5579,SP,-23.571395150080214,-46.71313074503129,Sudeste
5580,SP,-23.5729955791306,-46.71751393968258,Sudeste
5581,SP,-23.57176885014834,-46.72230765403168,Sudeste
5582,SP,-23.573749811218654,-46.72884588851183,Sudeste
5583,SP,-23.583275429079283,-46.78711576044638,Sudeste
5584,SP,-23.58042769440524,-46.79106328498509,Sudeste
5585,SP,-23.57111603341937,-46.725326083567445,Sudeste
5586,SP,-23.57072227332635,-46.72857079879624,Sudeste
5587,SP,-23.571939138377793,-46.72553508344256,Sudeste
5588,SP,-23.576016577083774,-46.74118636634991,Sudeste
5589,SP,-23.575769062824673,-46.738110915037694,Sudeste
5590,SP,-23.57563693370555,-46.73273653129491,Sudeste
5591,SP,-23.578826794132457,-46.73246377901223,Sudeste
5592,SP,-23.579237401325102,-46.73717989612339,Sudeste
5593,SP,-23.58120491421168,-46.73674861991849,Sudeste
5594,SP,-23.582541073649487,-46.73993690651195,Sudeste
5595,SP,-23.58041058673469,-46.74276227935013,Sudeste
5596,SP,-23.58100757658398,-46.74620600222692,Sudeste
5601,SP,-23.581952958877196,-46.700468373696026,Sudeste
5602,SP,-23.577214662228037,-46.70470880641551,Sudeste
5603,SP,-23.58300868158616,-46.701659641173066,Sudeste
5604,SP,-23.58728699805059,-46.70021747044586,Sudeste
5605,SP,-23.590471816889313,-46.704080063700985,Sudeste
5606,SP,-23.580207665601197,-46.70584727948459,Sudeste
5608,SP,-23.582063193839794,-46.7067637991863,Sudeste
5609,SP,-23.58086319048309,-46.70882645305945,Sudeste
5610,SP,-23.585149310646027,-46.70988078273505,Sudeste
5611,SP,-23.585307948642775,-46.71262964987135,Sudeste
5612,SP,-23.59152003183955,-46.70897102584594,Sudeste
5613,SP,-23.589908109211613,-46.712610238382645,Sudeste
5614,SP,-23.59521516168274,-46.71136756513203,Sudeste
5615,SP,-23.58730581953201,-46.71740709961529,Sudeste
5616,SP,-23.58845659053837,-46.719338419798156,Sudeste
5617,SP,-23.59128199855945,-46.720030549867445,Sudeste
5618,SP,-23.590310151882008,-46.7235724588194,Sudeste
5619,SP,-23.591196188134173,-46.727095790625896,Sudeste
5620,SP,-23.593991169429458,-46.72405968024737,Sudeste
5621,SP,-23.59774524474553,-46.723030552919404,Sudeste
5622,SP,-23.59911093247142,-46.72485501533488,Sudeste
5623,SP,-23.600905929752383,-46.72671324365675,Sudeste
5624,SP,-23.595284852664303,-46.72819853605848,Sudeste
5625,SP,-23.59623345091976,-46.73045208091813,Sudeste
5626,SP,-23.59454887218148,-46.733483194116985,Sudeste
5627,SP,-23.595359242221353,-46.73229886277333,Sudeste
5628,SP,-23.599614658313634,-46.73071431728793,Sudeste
5629,SP,-23.60382674983615,-46.72927448372838,Sudeste
5630,SP,-23.61153067067254,-46.73636662104126,Sudeste
5632,SP,-23.599535586507255,-46.735436371547834,Sudeste
5633,SP,-23.60001479181682,-46.73968659246739,Sudeste
5634,SP,-23.60637544441468,-46.73749142075066,Sudeste
5635,SP,-23.602836068402997,-46.736004328232454,Sudeste
5638,SP,-23.60747624819667,-46.7403578912672,Sudeste
5639,SP,-23.60924929634277,-46.74028971622016,Sudeste
5640,SP,-23.616393976264774,-46.73984701979973,Sudeste
5641,SP,-23.61808877778015,-46.73688048339371,Sudeste
5642,SP,-23.621695328356687,-46.7360229276192,Sudeste
5650,SP,-23.610861711870267,-46.69927906666831,Sudeste
5651,SP,-23.602426184579084,-46.72362467178333,Sudeste
5652,SP,-23.5980848742602,-46.716907787131824,Sudeste
5653,SP,-23.601429515197353,-46.717410441641576,Sudeste
5654,SP,-23.606214083654375,-46.71634315227164,Sudeste
5655,SP,-23.608777322277504,-46.71625405017446,Sudeste
5656,SP,-23.612921486155273,-46.72056929214321,Sudeste
5657,SP,-23.6204542298718,-46.717000233545456,Sudeste
5658,SP,-23.603407665278702,-46.722686849184385,Sudeste
5659,SP,-23.609420570334755,-46.723906042906385,Sudeste
5660,SP,-23.612543954131564,-46.72713506101185,Sudeste
5661,SP,-23.610669282016197,-46.72616035756839,Sudeste
5662,SP,-23.61209255591969,-46.72493236137045,Sudeste
5663,SP,-23.614011992536618,-46.726838641118455,Sudeste
5664,SP,-23.617611997698837,-46.723795627785066,Sudeste
5665,SP,-23.61885843753611,-46.72859003576953,Sudeste
5670,SP,-23.586019314173708,-46.69696901832222,Sudeste
5671,SP,-23.58779918217654,-46.694845519151414,Sudeste
5672,SP,-23.59050498529319,-46.69645979100869,Sudeste
5673,SP,-23.590929518383746,-46.701293719806564,Sudeste
5674,SP,-23.591909893436835,-46.699247346204615,Sudeste
5675,SP,-23.59499802586861,-46.700712315867854,Sudeste
5676,SP,-23.596964866261917,-46.69861843897608,Sudeste
5678,SP,-23.59811110296871,-46.70467226805695,Sudeste
5679,SP,-23.60146526433213,-46.70129231763575,Sudeste
5683,SP,-23.604773757845223,-46.708079026233214,Sudeste
5684,SP,-23.607065980745602,-46.70458436752858,Sudeste
5685,SP,-23.607023885737185,-46.70493308856589,Sudeste
5686,SP,-23.611664376047685,-46.70288902408127,Sudeste
5687,SP,-23.61059618506349,-46.707283333560724,Sudeste
5688,SP,-23.61122803746016,-46.70738602034122,Sudeste
5690,SP,-23.615309722908446,-46.7046304407905,Sudeste
5691,SP,-23.615595112851818,-46.70859542269532,Sudeste
5692,SP,-23.61914463655275,-46.705890325826665,Sudeste
5693,SP,-23.62018183764152,-46.70281580904343,Sudeste
5704,SP,-23.62892578163989,-46.72017495261475,Sudeste
5705,SP,-23.625845549610307,-46.721159309975185,Sudeste
5706,SP,-23.628363870045657,-46.724783775888845,Sudeste
5707,SP,-23.64088887296668,-46.7298381340502,Sudeste
5709,SP,-23.617863900607443,-46.74177221023733,Sudeste
5710,SP,-23.609110379515947,-46.745036168390385,Sudeste
5711,SP,-23.613232778366203,-46.74372391912567,Sudeste
5712,SP,-23.621323518868838,-46.73019140744087,Sudeste
5713,SP,-23.626372677390457,-46.73033396272478,Sudeste
5715,SP,-23.62911216427785,-46.73207075900506,Sudeste
5716,SP,-23.630453153694834,-46.733886592731814,Sudeste
5717,SP,-23.63461765404283,-46.73233473771136,Sudeste
5718,SP,-23.635143082154425,-46.73782008944493,Sudeste
5723,SP,-23.641944582408943,-46.7323466995942,Sudeste
5724,SP,-23.632809633485056,-46.73571357517849,Sudeste
5725,SP,-23.624825603491423,-46.73612223809065,Sudeste
5726,SP,-23.625468927234877,-46.74135022703571,Sudeste
5727,SP,-23.62664824502481,-46.73950894543502,Sudeste
5728,SP,-23.63221231758381,-46.739192552253435,Sudeste
5729,SP,-23.634607026145602,-46.735881844474896,Sudeste
5730,SP,-23.63497092106069,-46.741430132389155,Sudeste
5731,SP,-23.640374841772598,-46.74282186388778,Sudeste
5734,SP,-23.62569896288815,-46.743468120722206,Sudeste
5735,SP,-23.628884956857807,-46.74899437414101,Sudeste
5736,SP,-23.633674728747728,-46.74639478258834,Sudeste
5741,SP,-23.610641270248983,-46.74785398743357,Sudeste
5742,SP,-23.610378801625618,-46.74997763830561,Sudeste
5743,SP,-23.61220808997537,-46.75359473376876,Sudeste
5745,SP,-23.614533095967133,-46.75197228852206,Sudeste
5749,SP,-23.619906357274782,-46.74667314349433,Sudeste
5750,SP,-23.615620058719326,-46.74657577914034,Sudeste
5752,SP,-23.618574568615113,-46.752020970073225,Sudeste
5754,SP,-23.61976006999457,-46.75403015575641,Sudeste
5755,SP,-23.620742419877395,-46.756325657304615,Sudeste
5756,SP,-23.62443867527938,-46.755016657293524,Sudeste
5757,SP,-23.624543291287196,-46.759974743043614,Sudeste
5758,SP,-23.628898865777746,-46.76379490478538,Sudeste
5759,SP,-23.630219766941295,-46.766261000466535,Sudeste
5760,SP,-23.63246756821071,-46.76656933912658,Sudeste
5761,SP,-23.63548905994325,-46.766593339586976,Sudeste
5762,SP,-23.640937410256512,-46.7633743708034,Sudeste
5763,SP,-23.64364822659825,-46.75901937537009,Sudeste
5765,SP,-23.629263811319202,-46.75676136150542,Sudeste
5766,SP,-23.630917449896383,-46.75480826803863,Sudeste
5767,SP,-23.632114348335318,-46.76077037734816,Sudeste
5770,SP,-23.64853647792723,-46.75895002553523,Sudeste
5772,SP,-23.639560268007617,-46.75549581004344,Sudeste
5773,SP,-23.635024986038108,-46.75501165480172,Sudeste
5774,SP,-23.633719352999673,-46.75009230848839,Sudeste
5775,SP,-23.63544993096038,-46.75335738993744,Sudeste
5776,SP,-23.636731433733214,-46.74658403439475,Sudeste
5777,SP,-23.645722243811168,-46.753038607975945,Sudeste
5778,SP,-23.641777761290463,-46.75224488543852,Sudeste
5780,SP,-23.647123561235702,-46.75264041726496,Sudeste
5781,SP,-23.651999804633736,-46.76033520326596,Sudeste
5782,SP,-23.65129393801703,-46.766853457232756,Sudeste
5783,SP,-23.645136910858792,-46.76918116853053,Sudeste
5784,SP,-23.620161421583113,-46.761653185560654,Sudeste
5785,SP,-23.624806606670088,-46.766486502696935,Sudeste
5786,SP,-23.63519167113765,-46.77249597850784,Sudeste
5787,SP,-23.61979498925436,-46.75948583878681,Sudeste
5788,SP,-23.6317080530311,-46.773661188487836,Sudeste
5789,SP,-23.647700206940105,-46.777706142664805,Sudeste
5790,SP,-23.641863142903315,-46.78544216949182,Sudeste
5791,SP,-23.646361017056073,-46.78451326253859,Sudeste
5792,SP,-23.638798850089824,-46.77305001490844,Sudeste
5793,SP,-23.6392205671707,-46.77524603379492,Sudeste
5794,SP,-23.641456001028505,-46.77107151197355,Sudeste
5795,SP,-23.646560779057623,-46.77587957938813,Sudeste
5796,SP,-23.650310918893148,-46.7744321553768,Sudeste
5797,SP,-23.654779221446987,-46.772391550521974,Sudeste
5798,SP,-23.65740146221045,-46.76806591526188,Sudeste
5801,SP,-23.647168759594603,-46.73449085706351,Sudeste
5802,SP,-23.658599743460158,-46.7255073604174,Sudeste
5804,SP,-23.6483172917075,-46.73174552524676,Sudeste
5805,SP,-23.65332251329359,-46.734511192556155,Sudeste
5812,SP,-23.655833851218407,-46.734115354594856,Sudeste
5813,SP,-23.654909067177922,-46.731698849374524,Sudeste
5814,SP,-23.659720524969337,-46.73225083462055,Sudeste
5815,SP,-23.66196082607835,-46.735784316611195,Sudeste
5816,SP,-23.666938024969806,-46.739075903754134,Sudeste
5818,SP,-23.665024558298327,-46.731720644870634,Sudeste
5819,SP,-23.665842154253777,-46.73656569305856,Sudeste
5820,SP,-23.66534490729428,-46.74004197698363,Sudeste
5821,SP,-23.667379240802795,-46.75116625680252,Sudeste
5822,SP,-23.663076513985406,-46.752058471661144,Sudeste
5823,SP,-23.66405673470706,-46.74989611452072,Sudeste
5828,SP,-23.66849790118584,-46.74165736925482,Sudeste
5830,SP,-23.669413407127784,-46.745023721464115,Sudeste
5831,SP,-23.672295499259953,-46.74786839625042,Sudeste
5832,SP,-23.673064733292616,-46.75140133129653,Sudeste
5833,SP,-23.670912355406667,-46.75917046168084,Sudeste
5834,SP,-23.670075127275148,-46.75514721719512,Sudeste
5835,SP,-23.650255848591375,-46.75372470475788,Sudeste
5836,SP,-23.646238439463517,-46.737565216969585,Sudeste
5840,SP,-23.645763756095644,-46.740627934657375,Sudeste
5841,SP,-23.645944113812103,-46.742842329041075,Sudeste
5842,SP,-23.650278345082622,-46.74420450893912,Sudeste
5843,SP,-23.65121878229918,-46.736924065994984,Sudeste
5844,SP,-23.657086155201185,-46.74061857869908,Sudeste
5845,SP,-23.654166939401673,-46.74258158812544,Sudeste
5846,SP,-23.65550134575389,-46.742401843318774,Sudeste
5847,SP,-23.654270267509247,-46.74861950632383,Sudeste
5848,SP,-23.658195192303875,-46.75992352664543,Sudeste
5849,SP,-23.652366177840182,-46.75575337195744,Sudeste
5850,SP,-23.658383218780102,-46.75380386791608,Sudeste
5851,SP,-23.663599015383028,-46.756377649271464,Sudeste
5852,SP,-23.666124860851312,-46.75745270694091,Sudeste
5853,SP,-23.65955686100653,-46.75177268909634,Sudeste
5854,SP,-23.660885636688626,-46.762107397944284,Sudeste
5855,SP,-23.662558823721255,-46.76433742903734,Sudeste
5856,SP,-23.651663543777676,-46.78428698989414,Sudeste
5857,SP,-23.65678941102508,-46.78053307135405,Sudeste
5858,SP,-23.667488769523878,-46.78230624492154,Sudeste
5859,SP,-23.667212022587126,-46.77043275501809,Sudeste
5860,SP,-23.66476736243939,-46.7665717075282,Sudeste
5861,SP,-23.671624883057923,-46.7646569264103,Sudeste
5862,SP,-23.667916589467147,-46.76444337398985,Sudeste
5863,SP,-23.676918147471824,-46.76618596319817,Sudeste
5864,SP,-23.67527396976576,-46.76131088661366,Sudeste
5866,SP,-23.677643516690797,-46.76968587616431,Sudeste
5867,SP,-23.673009429546735,-46.77009169849542,Sudeste
5868,SP,-23.666106180880536,-46.77934000250038,Sudeste
5869,SP,-23.67733528945809,-46.771380897030284,Sudeste
5870,SP,-23.680612049944465,-46.77256581985521,Sudeste
5871,SP,-23.684928978279135,-46.772812421192036,Sudeste
5872,SP,-23.6856316881489,-46.77606971548135,Sudeste
5873,SP,-23.689963155377068,-46.778547578167135,Sudeste
5874,SP,-23.67958488978931,-46.77288492664834,Sudeste
5875,SP,-23.690846164162984,-46.77814739004971,Sudeste
5876,SP,-23.697282256351972,-46.79371117024205,Sudeste
5877,SP,-23.691886310998093,-46.79068226944645,Sudeste
5878,SP,-23.689802953993745,-46.784809915607596,Sudeste
5879,SP,-23.688713388674564,-46.79261135376148,Sudeste
5880,SP,-23.686688850892907,-46.78829547264576,Sudeste
5881,SP,-23.68143054280926,-46.77814622934237,Sudeste
5882,SP,-23.68074255327326,-46.78422427518124,Sudeste
5883,SP,-23.67658775733503,-46.77941495125431,Sudeste
5884,SP,-23.671553278958825,-46.775983327327445,Sudeste
5885,SP,-23.6750280616797,-46.78565570400957,Sudeste
5886,SP,-23.680576936468302,-46.79243711105183,Sudeste
5887,SP,-23.678377766434174,-46.797568667668756,Sudeste
5888,SP,-23.673138056843367,-46.79223083870809,Sudeste
5889,SP,-23.66761787250252,-46.78364935265885,Sudeste
5890,SP,-23.665642991201228,-46.78861772463054,Sudeste
5891,SP,-23.663008907301958,-46.79174109912341,Sudeste
5892,SP,-23.661258140620205,-46.786396657422046,Sudeste
5893,SP,-23.658027203392173,-46.790332097233566,Sudeste
5894,SP,-23.652471434062786,-46.788583044855486,Sudeste
5895,SP,-23.652265201771627,-46.78579959201333,Sudeste
6010,SP,-23.53546385964958,-46.76806257067061,Sudeste
6013,SP,-23.53187614843019,-46.777163269736114,Sudeste
6016,SP,-23.532463426093493,-46.7795430751613,Sudeste
6018,SP,-23.54089999196139,-46.776112969814946,Sudeste
6020,SP,-23.538478169361685,-46.76162168584183,Sudeste
6023,SP,-23.54343921006478,-46.77031626609235,Sudeste
6026,SP,-23.551579822740536,-46.763874985622635,Sudeste
6028,SP,-23.54613564260171,-46.76726376980519,Sudeste
6029,SP,-23.54845385758796,-46.76981810610759,Sudeste
6030,SP,-23.55707863643761,-46.767578751896316,Sudeste
6033,SP,-23.56042070790152,-46.77789975633021,Sudeste
6036,SP,-23.55807593943668,-46.77602096391083,Sudeste
6037,SP,-23.55503701638862,-46.773262633100465,Sudeste
6038,SP,-23.565530297621955,-46.77836723266995,Sudeste
6040,SP,-23.569298792364663,-46.78310812662827,Sudeste
6045,SP,-23.57288590685508,-46.79287786501948,Sudeste
6050,SP,-23.560171767981796,-46.787089953936416,Sudeste
6053,SP,-23.55911477953871,-46.78762555874676,Sudeste
6056,SP,-23.566292989796676,-46.78782137212701,Sudeste
6060,SP,-23.553054468928536,-46.78198098470048,Sudeste
6065,SP,-23.555006508242535,-46.79034472222381,Sudeste
6070,SP,-23.548146724353533,-46.78052882871088,Sudeste
6075,SP,-23.549490299085967,-46.78783091895187,Sudeste
6080,SP,-23.543532870600032,-46.78492157358007,Sudeste
6083,SP,-23.542105276100592,-46.77872842727659,Sudeste
6086,SP,-23.534653020202676,-46.78506420272344,Sudeste
6090,SP,-23.53332120026299,-46.78225541647018,Sudeste
6093,SP,-23.53002050935749,-46.782768057355845,Sudeste
6097,SP,-23.528549092116897,-46.779788326644095,Sudeste
6102,SP,-23.54946788095088,-46.81297818818162,Sudeste
6110,SP,-23.531587775459197,-46.79142511158971,Sudeste
6112,SP,-23.536401844867537,-46.79599574353976,Sudeste
6114,SP,-23.53356011630756,-46.79780463580427,Sudeste
6120,SP,-23.541894808607935,-46.791788659929544,Sudeste
6122,SP,-23.542313568705183,-46.79881675488461,Sudeste
6124,SP,-23.546687632927878,-46.798109784495324,Sudeste
6126,SP,-23.551599742813252,-46.79452337779029,Sudeste
6130,SP,-23.557551244408913,-46.79678721599587,Sudeste
6132,SP,-23.55655969075499,-46.798388413323494,Sudeste
6140,SP,-23.576525641385462,-46.800874287618655,Sudeste
6142,SP,-23.569548092281046,-46.79786431233291,Sudeste
6144,SP,-23.56693261252871,-46.80093561012174,Sudeste
6145,SP,-23.570069601776062,-46.802959387676275,Sudeste
6147,SP,-23.578696544453585,-46.80773026085834,Sudeste
6149,SP,-23.581811122565803,-46.81341602859391,Sudeste
6150,SP,-23.570255901395463,-46.811308031928846,Sudeste
6152,SP,-23.563613808908723,-46.803608993279845,Sudeste
6154,SP,-23.560055882960995,-46.80446835953169,Sudeste
6160,SP,-23.557419361355286,-46.8121288863409,Sudeste
6162,SP,-23.553557038889775,-46.80913962478847,Sudeste
6170,SP,-23.545487374669083,-46.80486551241692,Sudeste
6172,SP,-23.54245143060755,-46.81284888182184,Sudeste
6180,SP,-23.536524750087455,-46.80341057457764,Sudeste
6182,SP,-23.529106968546426,-46.81241810438336,Sudeste
6184,SP,-23.538413803439987,-46.80799647915472,Sudeste
6186,SP,-23.533257619282658,-46.81309221592292,Sudeste
6187,SP,-23.545158202885183,-46.8136660682641,Sudeste
6190,SP,-23.53003717375427,-46.79888215459073,Sudeste
6192,SP,-23.527692837305896,-46.801349792666926,Sudeste
6194,SP,-23.525358837547422,-46.80190233237287,Sudeste
6210,SP,-23.528415093082426,-46.76627100055366,Sudeste
6213,SP,-23.53018017535288,-46.768222735545116,Sudeste
6216,SP,-23.525695396205027,-46.771591236181266,Sudeste
6220,SP,-23.516494995637718,-46.78235814928221,Sudeste
6223,SP,-23.515745677711,-46.77764057451376,Sudeste
6226,SP,-23.50828707287881,-46.77809618473146,Sudeste
6230,SP,-23.516404722728378,-46.799839957143696,Sudeste
6233,SP,-23.51660025727028,-46.78697369149595,Sudeste
6236,SP,-23.51010786952278,-46.787354816664426,Sudeste
6240,SP,-23.503984478867597,-46.80555306737292,Sudeste
6243,SP,-23.503553235058284,-46.79825426414906,Sudeste
6246,SP,-23.49885855999824,-46.807065777531186,Sudeste
6250,SP,-23.50065650537135,-46.796003402734534,Sudeste
6253,SP,-23.497063870389272,-46.797449279127356,Sudeste
6260,SP,-23.4993915260227,-46.7910429834842,Sudeste
6263,SP,-23.49379694614944,-46.79651630684959,Sudeste
6266,SP,-23.49320528589879,-46.78788920002157,Sudeste
6268,SP,-23.50004966943102,-46.77822733184515,Sudeste
6270,SP,-23.496201243987443,-46.77137977151544,Sudeste
6273,SP,-23.499062689784747,-46.76793857798514,Sudeste
6276,SP,-23.48445637925962,-46.77506800791146,Sudeste
6278,SP,-23.478838903373145,-46.77875442842893,Sudeste
6280,SP,-23.509788585391938,-46.76684853672089,Sudeste
6283,SP,-23.514445473398528,-46.768160950530145,Sudeste
6286,SP,-23.506556256123186,-46.772058721455856,Sudeste
6288,SP,-23.50236337518235,-46.76555984372987,Sudeste
6290,SP,-23.520280407395532,-46.77128848275883,Sudeste
6293,SP,-23.516295138962597,-46.762880480951715,Sudeste
6296,SP,-23.51818223151519,-46.7572959347304,Sudeste
6298,SP,-23.52114704400114,-46.754035561354506,Sudeste
6310,SP,-23.515453950837998,-46.83908951459391,Sudeste
6311,SP,-23.520892321810766,-46.84578284021312,Sudeste
6315,SP,-23.525173181187792,-46.84154767609531,Sudeste
6317,SP,-23.526306422402715,-46.845694089115014,Sudeste
6320,SP,-23.5245563672734,-46.836274815124156,Sudeste
6321,SP,-23.538497860152077,-46.830558473741014,Sudeste
6322,SP,-23.53007582373447,-46.833395988872084,Sudeste
6325,SP,-23.530162272062586,-46.82934462319268,Sudeste
6326,SP,-23.529281307265133,-46.82848035821579,Sudeste
6327,SP,-23.53312303777226,-46.82395403227513,Sudeste
6328,SP,-23.52908247510847,-46.82595598954186,Sudeste
6329,SP,-23.538935427257897,-46.82179198435173,Sudeste
